,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-4.521882077668428,5.51592846616312,-6.259686681010141,1.8756178838788369,-4.872472222476537,8.82262434882124,14.128505229571983,-0.39112210971236916,-3.48839366628519,0.2987962752727571,-2.280355012283513,-2.7869814663920094,-5.225839406271456,-5.972677843289846,-9.76417668299382,-4.120317683680478,3.1621053089188944,1.615761860990307,-3.807677115129332,3.395994537422749
1,-5.001892290226603,4.6850452224002455,-7.472559594110011,0.970667506218045,-4.952002989242387,8.218107553215837,13.656874210116731,-0.17441157503624183,-4.458099306019683,-0.6113534401464845,-2.8696733551537346,-2.505385879758913,-6.286814373235675,-7.4949281846341655,-10.377184770885785,-5.818030176241704,1.7248058799114938,0.5810618559548295,-4.963001540856043,4.0894251142137765
2,-5.968119743953618,3.3285315394827206,-9.011583206530855,-0.5597041324483163,-5.375504322270539,7.009073962005034,13.229320856031128,-0.16057898771648915,-5.6217460737010745,-1.844650774395359,-3.4933686013580534,-2.166350397344935,-7.092165837796596,-8.849624038757916,-10.925355464866103,-7.348690867475397,-0.27929468375677535,-0.7924156655222441,-6.15958755321585,4.881418779278246
3,-7.4391855246814735,1.413628579842833,-10.921894445410842,-2.797948066529342,-6.212565642481114,5.219512336919202,12.773851647211414,-0.5063936707103092,-7.0831094851606,-3.491517767605094,-4.164945962920578,-1.8847548107118386,-7.63089924071107,-10.18649494743267,-11.459772772259099,-8.774458567177845,-2.8727481513695015,-2.6291612365911385,-7.459327532158401,5.759764176546882
4,-9.26818995529107,-0.9643652199587995,-13.117587546196683,-5.6294372481879975,-7.411491951476307,3.0077485053788036,12.299282116731517,-1.257964248416878,-8.814969732967116,-5.50007292133974,-4.8267013521019315,-1.6900195542839755,-7.856287705195696,-11.557233252460518,-11.945070841840238,-10.085620961318382,-5.903705943083853,-4.898562431067374,-8.832421442893121,6.681721559777216
5,-11.188230805523773,-3.605918758373387,-15.406466561074229,-8.780675563286799,-8.813221715724419,0.6280633417257939,11.871728762645914,-2.3445908300907927,-10.698240159609368,-7.692436812390324,-5.382870538185703,-1.541516409094382,-7.7133584350347135,-12.924406568398567,-12.277116889448386,-11.20447953765164,-9.08801576592661,-7.441434632791644,-10.180299939574285,7.5879786280613395
6,-12.886887635309382,-6.262362677500571,-17.561390824444945,-11.907781868314649,-10.210974941634237,-1.6412735179674998,11.577877660181581,-3.6233366800946074,-12.561095730678263,-9.822542905317766,-5.734006050812544,-1.3523850449378245,-7.169127752498664,-14.181065222552835,-12.328200896772717,-12.035853618677045,-12.105442496070808,-10.014919260700395,-11.370009020828578,8.40439500526436
7,-14.109672271610595,-8.673115314869916,-19.381428209048593,-14.672908022278179,-11.409901250629432,-3.579565465781645,11.475029774319065,-4.918989025711453,-14.23001017380026,-11.65321863584344,-5.813809576409554,-1.035765131609069,-6.231841577019912,-15.205999585870147,-11.980436693064775,-12.505929617761502,-14.65529587640193,-12.36595359166858,-12.280056237125212,9.058574794689859
8,-14.722099094529646,-10.626733264362555,-20.73844808300907,-16.82266791943237,-12.274798339208054,-5.057273188372627,11.569062127107651,-6.064019864957658,-15.57739064164187,-13.000655266651405,-5.601409423666745,-0.5258109349202766,-4.9674672640573725,-15.89582497474632,-11.16898688441291,-12.599167832455942,-16.537616885938817,-14.28025064240483,-12.827918415197999,9.494694654306857
9,-14.730375132677203,-11.960911376211184,-21.582945429465166,-18.20623649683376,-12.748006401464863,-6.040812419317923,11.824712586251621,-6.920103324635692,-16.5300839017319,-13.761089800869762,-5.113994044251164,0.2125018718242111,-3.4749558467994186,-16.184589091020065,-9.889921931792172,-12.350532593270774,-17.66370189883269,-15.612911595635929,-12.972333968413837,9.67175931731136
10,-14.268986005951025,-12.604175822995346,-21.928024517586017,-18.785404738536666,-12.817595822384982,-6.573362929732205,12.18761869779507,-7.384263476920731,-17.06597386053254,-13.901911010910197,-4.389623581139849,1.1875791270313525,-1.8642529176775753,-16.045554516517893,-8.18843153398947,-11.839664875257498,-18.0470819766537,-16.284344143282222,-12.71330289677273,9.585407585107193
11,-13.520004553597321,-12.556526604715037,-21.8188222745098,-18.606425663843755,-12.513390639505605,-6.7268910048065935,12.616641307392996,-7.399633018387123,-17.195267945830473,-13.452765467307543,-3.4700414169527747,2.3910149922941892,-0.2095717515831219,-15.487633723964295,-6.152930319066147,-11.157860430304419,-17.77195039139392,-16.276180829633027,-12.069163683222717,9.267912327306018
12,-12.663434605325406,-11.89688273914702,-21.313579896543825,-17.769849314717334,-11.867203159533071,-6.5781606820782805,13.110311159533072,-6.946231545128558,-16.94858844098573,-12.47887562523842,-2.390852201571681,3.8003938985274996,1.4451094145113317,-14.550041593347068,-3.8934453797207595,-10.390587621881439,-16.967603953612578,-15.619034080872822,-11.0811779143969,8.79254168032349
13,-11.831692771496154,-10.757768614633402,-20.4719946099031,-16.414434749065393,-10.922775304188598,-6.199138246738386,13.686259320363163,-6.056335094224462,-16.39058238864729,-11.088451467154952,-1.1962548107118343,5.38629541130693,3.1080365000381494,-13.302295411917298,-1.523933347676813,-9.60971757381552,-15.779877438010228,-14.390455376668964,-9.804361039139403,8.270070088502326
14,-11.097194385900671,-9.304467457084,-19.372692029602497,-14.733238047455565,-9.743731686884868,-5.613812460517282,14.362116856031127,-4.812939189593349,-15.604610449073014,-9.413420231937131,0.052363428244449395,7.098284500190733,4.798449983672849,-11.847779863279165,0.8357548368047611,-8.871581707484552,-14.37264703471428,-12.719016906996268,-8.314359299610906,7.832205749446858
15,-10.480629543907842,-7.723109025406272,-18.12633042862592,-12.901216282902272,-8.429485766079193,-4.860565342183568,15.12612972243839,-3.348221887846191,-14.711460517738612,-7.622767371633476,1.2715157500572207,8.862109592584112,6.532841704280157,-10.311269565575648,3.0814863895628295,-8.226684055848022,-12.906782031281,-10.778189086900136,-6.709742041657141,7.6045511827267855
16,-9.986136264591448,-6.180465583581292,-16.855216319218734,-11.121480540169383,-7.121204652780954,-3.9633856534676144,15.918058443579767,-1.8297111909666608,-13.848932869764248,-5.888442995345996,2.3642101774624242,10.581103546807045,8.297468462806137,-8.83358158785382,5.126811452048524,-7.709988949416344,-11.54014481269551,-8.772054757610443,-5.100540162966365,7.681308278019377
17,-9.613714547951481,-4.826929976806286,-15.700584602426177,-9.56496589059282,-5.968008534676125,-2.975048670176243,16.6394629001297,-0.43415682581826687,-13.146321590447851,-4.369056255436024,3.238365719386587,12.136183652094296,10.034608823224234,-7.537708053711759,6.914751708400092,-7.338978553444726,-10.394514933089194,-6.896533446707872,-3.592199940489826,8.095622144655525
18,-9.359226374914176,-3.769712946211947,-14.774549581139842,-8.342277380331128,-5.109076253604941,-1.9531274204623499,17.178679673151752,0.6801349304951536,-12.693792291905089,-3.1757817914091686,3.8325950484473945,13.406866224612799,11.661803591210806,-6.500296228580149,8.431553772030213,-7.113652867933167,-9.545064956740678,-5.298564799877933,-2.267244547493717,8.807369755550468
19,-9.197843631036857,-3.0728431288624387,-14.141176571297773,-7.485591022812244,-4.623938576333254,-0.9791836942092027,17.44314566536965,1.4163359667353306,-12.503253639887083,-2.350124802014189,4.132165206073091,14.281073418936442,13.060861254901964,-5.739171057907989,9.698830107576104,-6.997105099565119,-8.987284529793245,-4.0475369831387855,-1.1600586395056187,9.708393385519186
20,-9.0799100874342,-2.748232829327839,-13.788817333638507,-6.934576792858785,-4.512595502861064,-0.1251837766079209,17.397598744487677,1.7498550165560371,-12.508357353780422,-1.8416861173418761,4.17881957488365,14.683152689402606,14.130082141298546,-5.199075210803389,10.77355903089952,-6.915521661707486,-8.650511441824984,-3.1169192271305457,-0.24771911284047798,10.639073165941861
21,-8.935079419851995,-2.7497218673990993,-13.641758312962533,-6.562541637598237,-4.705457612268251,0.5465015518425254,17.06995476523995,1.734485475089645,-12.576406872358282,-1.5407734264133648,4.053589427023727,14.586485547722587,14.795252975509273,-4.785536476386665,11.724507474937058,-6.7834341908903655,-8.411462687418942,-2.4005884544136764,0.5385433435568672,11.430194591287096
22,-8.678522237277797,-2.977544692301823,-13.576236967116802,-6.198550485694674,-5.079252216067747,0.9926925200274648,16.54102278080415,1.4870358574807339,-12.537278399176012,-1.2917422339208036,3.8583777259479666,14.017690482185088,15.042630558480203,-4.37734522560464,12.628301450675213,-6.501777084000917,-8.128813845731294,-1.7495641908903683,1.299590385900653,11.927371231250476
23,-8.256444291752505,-3.294709801480124,-13.467034724040582,-5.69177827420463,-5.5027535490959005,1.1894003662165242,15.938628020752269,1.1550537618066665,-12.237860517433433,-0.9508066727702733,3.695087435111009,13.065028796063167,14.918941766994738,-3.8639867966735344,13.545848813000687,-5.9831395147631055,-7.677778460059514,-1.0128251340505114,2.140868291142127,12.027678798962384
24,-7.666776573739231,-3.5463572355230024,-13.207861400473023,-4.929608956130319,-5.8626302687113725,1.1414228427557778,15.39941124773022,0.883012877851528,-11.574377711299306,-0.4008627893492006,3.6508885593957423,11.862993903868158,14.539629473105977,-3.168813924162662,14.52233926070039,-5.167305136186772,-6.975666709697114,-0.08424820645456998,3.160946405127021,11.694483226214999
25,-6.961244321660189,-3.59549549187457,-12.739019770199125,-3.869811513847569,-6.083328146486608,0.8631532066834502,15.060013224383916,0.7815739041733407,-10.500896555733577,0.4159002288853305,3.784712933089189,10.574098681467914,14.075109345082783,-2.231221793545435,15.58135002792401,-4.001827452506296,-5.9924095689326355,1.0912689590295226,4.424009418173485,10.959185142900738
26,-6.228814945601593,-3.3468261339742114,-12.040125414511325,-2.5264629532311043,-6.123093529869532,0.4169622384985108,15.0453206692607,0.913751960784312,-9.036130668345159,1.512823338673993,4.143214925001907,9.365058923933772,13.731529368734266,-1.024472986648357,16.734669731746393,-2.4556270588235307,-4.747551904478527,2.5157671908140653,5.9713189169146155,9.900286123750666
27,-5.548110807965216,-2.7467437912565797,-11.10972230350194,-0.9417942919050954,-5.9521023813229545,-0.1011950148775479,15.464058490272373,1.2995274515907513,-7.23792213992523,2.8721185976958896,4.753404959182117,8.388580695658803,13.709540250247962,0.4746049256122671,17.98819268070497,-0.49179716182192834,-3.272666193331812,4.156593234302278,7.812044142824435,8.628560613107497
28,-4.948098042267496,-1.7803580830090784,-9.953634556801703,0.8399524516670418,-5.536554124971387,-0.5473859830624872,16.39997425162127,1.926604743419545,-5.177722964980544,4.464139435416191,5.631243740749218,7.746935030594335,14.187803577325097,2.2838368886854346,19.3438836443122,1.9187991805905238,-1.602331815060659,5.989257148546576,9.934723544060416,7.257399774471654
29,-4.387396457770663,-0.44766900923170727,-8.568950114595248,2.8006782699320913,-4.832706839093611,-0.7392960769054718,17.90449189623865,2.7719295240711053,-2.933790089875638,6.257756952773329,6.770592536964981,7.490556959182112,15.26801902296483,4.3978754189364455,20.78995400549325,4.789759208056763,0.24089946105134263,7.981105678950177,12.298095533989462,5.886238935835811
30,-3.766693596704057,1.2498343920042736,-6.955668976882576,4.944405164568545,-3.7948303327992647,-0.5090039642938903,19.96438812451362,3.803225756466009,-0.5911854128328364,8.218877593652248,8.12970796520943,7.591427020065609,16.96118114641032,6.782853120012206,22.291037913023576,8.093888441290913,2.243496573434039,10.113771369802393,14.8288061808194,4.586601754177155
31,-2.9721939345388027,3.3032178922713067,-5.132719532463563,7.275155137254895,-2.4109949910734696,0.2826251728084215,22.48122281712062,4.974384816205079,1.7514192642099653,10.298584516670482,9.622647767147326,7.958481963836114,19.157344355230034,9.346080275577934,23.780333203479056,11.724351425955597,4.373887045090406,12.344396824444953,17.40765534538795,3.401227975738153
32,-1.939758175631349,5.669299387502862,-3.1685351869993075,9.764774176241698,-0.7269310048065893,1.6547823437857616,25.25958499092088,6.227002445716028,3.9613273800259416,12.409420338750287,11.11313207598993,8.437614753032726,21.6421147441825,11.93604484931716,25.137988936598767,15.483016955825132,6.570429373311967,14.595430563210497,19.867304370794223,2.3493068743419525
33,-0.692145424887471,8.245335250782027,-1.1810543630121249,12.3328222479591,1.138065475852601,3.501916997024489,28.023254609597924,7.478083121080338,5.883726279850463,14.432798777752348,12.434187361257344,8.845297915770194,24.12413649332418,14.356672441290911,26.20878832089723,19.090170386816204,8.724875065537496,16.744422881361103,22.006029944609743,1.4273494911116176
34,0.6527107740901741,10.837750532845046,0.6710156795605462,14.836518292820625,2.997097149004352,5.603332524605172,30.459280249027238,8.618503097886624,7.351894643167774,16.224933966582743,13.413929106279088,8.999404953231094,26.265326905928134,16.399411189745937,26.81000779171435,22.205880727855345,10.700410054779885,18.62606667750057,23.622108754406035,0.6240167096971061
35,1.9148065915922734,13.185963571221487,2.2333357705043166,17.104927239490344,4.643384021057454,7.651972776379033,32.27234155123217,9.542212540016784,8.231434670786605,17.652416337834747,13.91730519081407,8.765442450904093,27.76883288242924,17.88601164019226,26.76285332341497,24.499929301899748,12.351199566338595,20.0750548502327,24.539032901808188,-0.07464730540932556
36,2.916207207446397,15.004079056229498,3.3908795471122364,18.97113601831082,5.899970135957888,9.355174859235522,33.26408902204928,10.166215923552299,8.4508943682002,18.611482894636456,13.876789554741741,8.084569539940485,28.431255076829178,18.689916679942016,25.933720589150838,25.706198704509042,13.57651236408026,20.95873355275807,24.65594073060196,-0.6825983897154215
37,3.536910068513003,16.068741277180134,4.114526411230646,20.320517581445024,6.6734068427557816,10.501837669947355,33.35812137483787,10.450552440680552,8.023883639124133,19.0710047379263,13.30711515663386,6.997414439307236,28.175631574425882,18.7647814508278,24.249913116960403,25.66734944838636,14.338762165865566,21.22200041794461,23.949909137102303,-1.199836543221182
38,3.7748461652552017,16.28465179751278,4.463973589074546,21.118884914625767,6.981588563973451,11.019994923323413,32.632309151750974,10.421350311894406,7.062684189211873,19.072487066453043,12.296679747920958,5.634267644312195,27.070678370489055,18.137343371023118,21.73500814099336,24.377554145113297,14.683052510261689,20.89138621515221,22.4988766738384,-1.6115336906996285
39,3.7355349840543166,15.736685787289236,4.581912011596862,21.420535040512696,6.955741064774552,11.000803913939116,31.298225146562906,10.160068106965742,5.744224766765852,18.72858684824903,10.989129674677653,4.189864411383226,25.31704617120623,16.894944673228046,18.506891831998168,21.98249750514992,14.725149146257722,20.085258992294193,20.451843514763095,-1.8862892022583375
40,3.623808469062327,14.661600299839781,4.6503454172579595,21.348139010299835,6.802644338750289,10.67455675440604,29.639435673151752,9.792736065918973,4.282861355306326,18.191983921568628,9.547755227740902,2.8967662697795022,23.203342156710157,15.174837437399862,14.77186498878462,18.75800924696727,14.624417910124357,18.98321164965286,18.017409903410382,-1.9804910919356093
